"track_id","simplified_genre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","track_name","saved"
"6m59VvDUi0UQsB2eZ9wVbH","hip hop",0.84,0.56,6,-10.53,0,0.21,0.00195,0.00417,0.633,0.775,111.815,261853,4,"Poison","TRUE"
"6e2pJqucDMxbp061B40r6O","rock",0.374,0.922,0,-3.4,1,0.056,0.0135,0.204,0.28,0.393,153.217,293360,4,"Bad Decisions","TRUE"
"0Ls4WLphg1obbq7wTPiy7k","rock",0.302,0.914,2,-4.724,0,0.0516,0.0344,4.05e-06,0.305,0.758,97.953,186547,4,"My Mistakes Were Made For You","TRUE"
"1gmMT3M39KRng8QL5hi2sU","rock",0.59,0.854,0,-4.621,1,0.0297,0.0259,0,0.0369,0.947,97.968,212800,4,"Back & Forth","TRUE"
"4ePP9So5xRzspjLFVVbj90","rock",0.543,0.912,7,-10.71,1,0.0601,0.00162,2.1e-06,0.0565,0.836,103.731,256733,4,"Two Princes","TRUE"
"3vVxsVkGfRDxKBS2zgm1G3","rock",0.606,0.861,6,-4.408,0,0.0289,0.0268,0.000537,0.136,0.887,124.999,170810,4,"Late Nights","TRUE"
"0ZCvrw84E2lWEs248a7MdQ","rock",0.663,0.667,4,-4.85,1,0.0313,0.19,0.253,0.0476,0.967,113.913,163381,4,"All These Hours","TRUE"
"7wY7lVCXz1OTDqYqIau1FF","rock",0.339,0.835,6,-4.773,1,0.0397,0.00619,0.0233,0.207,0.565,110.015,225778,4,"Boogie","TRUE"
"5o4TK4PI9WCyNjrrpeDnPc","rock",0.403,0.71,1,-7.041,0,0.0379,0.0115,0.0249,0.116,0.629,109.935,210419,4,"Wait and See","TRUE"
"0IVAlb0cFCH1cQ974iR1TU","hip hop",0.782,0.589,1,-4.827,1,0.189,0.148,0,0.164,0.869,90.438,223547,4,"Ms. Fat Booty","TRUE"
"7kYqWxsKFTQYSUkEmkepFF","hip hop",0.451,0.81,7,-6.456,1,0.473,0.369,0,0.123,0.451,82.918,262280,4,"Education (feat. Yasiin Bey & Black Thought)","TRUE"
"6KXuDNOwiNR0q7KLGXs3Bo","rock",0.534,0.837,11,-3.938,1,0.0407,0.000167,0.649,0.189,0.903,103.533,191693,3,"Red Light","TRUE"
"2wzCkpZL6NU3Jyu9vcE2SR","rock",0.511,0.85,9,-5.391,1,0.0912,0.0365,0.323,0.969,0.257,125.948,300573,4,"11th Dimension - Live From Electric Lady Studios for WRXP, New York","TRUE"
"2t0wwvR15fc3K1ey8OiOaN","rock",0.538,0.679,4,-4.297,1,0.0333,0.191,0.00175,0.0889,0.0888,121.99,222093,4,"Selfless","TRUE"
"6IRzBP4gVoV4D2zHmocoWy","rock",0.617,0.78,7,-4.466,0,0.0376,0.0141,0.0112,0.0833,0.326,93.951,375320,4,"Eternal Summer","TRUE"
"5mxVKAuunOKqcBfR5ivbRf","hip hop",0.54,0.738,6,-5.34,0,0.446,0.272,0,0.199,0.528,178.727,365333,4,"Respiration","TRUE"
"2nZ33CKRbgpJQJJQKHuGXb","rock",0.537,0.893,0,-5.459,1,0.0893,0.00252,0.0211,0.0636,0.499,183.78,227213,4,"Plastic Beach (feat. Mick Jones and Paul Simonon)","TRUE"
"2CbtdkBeW9Znt4vXTOafAl","rock",0.455,0.881,11,-5.587,1,0.0401,0.000566,6.06e-05,0.11,0.201,137.949,331200,4,"A Certain Romance","TRUE"
"0ZRrJTPXDToRJ2iLo9oLrW","rock",0.348,0.875,11,-4.758,0,0.199,0.0341,0,0.117,0.407,169.152,202133,4,"When The Sun Goes Down","TRUE"
"6Ig2iLUX11ZNpI7EBCZqyt","rock",0.716,0.74,7,-6.229,1,0.0278,0.00458,0,0.161,0.729,110.52,196728,4,"City Club","TRUE"
"76c1AuZodByXM3X2k48wju","rock",0.42,0.901,7,-3.857,1,0.0955,0.00173,0,0.366,0.74,145.965,250320,4,"Dope on a Rope","TRUE"
"1EXMtjti643XyQLiGDdki0","rock",0.485,0.904,8,-3.48,0,0.0465,0.000775,0,0.182,0.898,92.067,287136,4,"I'll Be Around","TRUE"
"2iijuy8T2fbB3qJgptndFp","rock",0.495,0.816,0,-4.882,1,0.0337,0.00252,0.00303,0.191,0.698,123.045,225144,4,"The Daisy Chain","TRUE"
"4S5T3NPeWSPqgb3ElxL8MN","rock",0.521,0.916,2,-6.231,0,0.05,0.0435,0.888,0.276,0.203,105.037,265489,4,"Alien Crime Lord","TRUE"
"7d4W06sKxGEm40rYdQgEtt","rock",0.322,0.95,9,-6.287,0,0.101,0.00116,1.75e-06,0.263,0.574,182.778,142653,4,"Standing Next To Me","TRUE"
"6y65bThNd87eXzK90zVvBa","rock",0.559,0.912,9,-6.32,0,0.0309,0.385,0.527,0.157,0.825,146.046,219705,4,"Strange Tidings","TRUE"
"09fNyeCFUbrTor4DY7kX2b","rock",0.576,0.774,0,-3.87,0,0.054,0.0586,2.66e-05,0.0428,0.904,123.959,159623,4,"Pretty Old Man","TRUE"
"320twJYO0LC64eWCuCC5vj","rock",0.49,0.534,1,-3.43,1,0.0302,0.0455,1.89e-05,0.433,0.439,141.173,229494,3,"NAN CHUN 난춘","TRUE"
"6kcnFRTsf7DaJWwu1QbBvd","rock",0.723,0.715,8,-3.805,1,0.0419,0.0199,0.000905,0.145,0.707,112.955,219753,4,"Dong 덩","TRUE"
"6hrEjVNhEqFSdmrtCJVPVt","rock",0.421,0.313,6,-6.826,1,0.032,0.585,8.86e-05,0.313,0.394,77.074,160500,4,"Stranger 이방인","TRUE"
"66UcQu5LBo2A7AC0A5r0lI","rock",0.7,0.696,7,-5.356,1,0.0525,0.262,0,0.107,0.293,124.825,194867,4,"Wi Ing Wi Ing","TRUE"
"7IUBw7EUgcjzGV6zv9fkLX","rock",0.323,0.806,7,-6.554,0,0.0769,0.0314,1.11e-05,0.181,0.548,124.615,223067,4,"Secret Door","TRUE"
"0kA5wK89nsYHQ22UKzcFGv","rock",0.544,0.74,4,-8.096,0,0.0293,0.00339,3.74e-06,0.0933,0.609,95.994,255194,4,"Pattern","TRUE"
"4lJCw7GFijl5Kn2iizagwU","rock",0.52,0.642,9,-7.546,1,0.0434,0.000517,0.0017,0.0794,0.449,88.967,180968,4,"Bad Habits","TRUE"
"1x9EqJg2UOhlhDAaTUyOIZ","rock",0.447,0.727,6,-7.041,0,0.0331,0.0856,0,0.23,0.744,80.997,171351,4,"Dracula Teeth","TRUE"
"0WSa1sucoNRcEeULlZVQXj","rock",0.15,0.859,4,-2.827,0,0.0595,0.00201,0.194,0.387,0.354,170.527,228147,5,"Can You Feel My Heart","TRUE"
"6V6zRA5jxaKalrSc3eHFiY","rock",0.691,0.712,6,-5.39,0,0.0557,0.0936,0.000116,0.296,0.963,120.017,202054,4,"Trying Trying","TRUE"
"5tO3pr49SdxO05TNlYHfHT","hip hop",0.578,0.638,1,-9.134,1,0.0596,0.409,0.892,0.112,0.757,92.542,263373,4,"Beat laments the world","TRUE"
"3asj3OMn7BkuWOxsdkYybG","rock",0.496,0.56,7,-6.925,1,0.0273,0.000818,0,0.383,0.505,112.508,236253,3,"Sweet Dreams, TN","TRUE"
"0wXuerDYiBnERgIpbb3JBR","hip hop",0.743,0.344,1,-11.174,1,0.118,0.169,0.00879,0.103,0.577,160.15,326933,4,"Redbone","TRUE"
"2qOm7ukLyHUXWyR4ZWLwxA","hip hop",0.798,0.744,7,-5.328,0,0.136,0.33,0.000106,0.292,0.794,82.356,260000,4,"It Was A Good Day","TRUE"
"0RN9h0ojhQWtAD6O8X7Zzp","rock",0.593,0.333,9,-14.342,1,0.046,0.358,0,0.245,0.258,103.537,134933,4,"Riot Van","TRUE"
"0rKtyWc8bvkriBthvHKY8d","other",0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,4,"SLOW DANCING IN THE DARK","TRUE"
"4m3uMuu1gYYjZPtZvTOe6t","rock",0.415,0.728,11,-5.568,0,0.0303,0.000303,0.000106,0.595,0.703,154.992,235693,4,"Orgasm of Death","TRUE"
"4voEoczU7Ijborps9XF1n3","hip hop",0.846,0.416,10,-13.767,0,0.118,0.156,9.34e-06,0.238,0.645,96.188,259000,4,"I Get Around","TRUE"
"2Ih217RCGAmyQR68Nn7Cqo","hip hop",0.747,0.52,10,-10.523,0,0.0357,0.0977,0.0537,0.142,0.601,92.869,232773,4,"You Know How We Do It","TRUE"
"4p9ip3oAU1pB5b5PahVmd1","hip hop",0.651,0.783,10,-6.832,0,0.0781,0.0555,3.02e-06,0.226,0.639,98.602,136268,4,"You Fuckers Were Asking for This One - Boin Edit","TRUE"
"6ZClQUx5QAuTuR2v2wx37F","hip hop",0.747,0.894,1,-8.703,0,0.293,0.152,0.267,0.107,0.849,102.481,206520,4,"What a Nigga Know?","TRUE"
"0CUJEDKDLddR0cojCVsXN1","hip hop",0.732,0.448,8,-12.116,1,0.118,0.177,0,0.101,0.824,90.05,131997,4,"Sameolemeek","TRUE"
"3Mzqw2mz9YMKjjCEmypYfZ","hip hop",0.857,0.721,10,-12.702,0,0.341,0.118,0,0.178,0.594,109.806,193200,4,"The Nigga Ya Love To Hate","TRUE"
"0X87YlD94elwfFPvYAP1Gy","hip hop",0.766,0.922,6,-8.531,0,0.232,0.131,0,0.412,0.597,111.969,272933,4,"100 Miles And Runnin'","TRUE"
"4AE7Lj39VnSZNOmGH2iZaq","hip hop",0.874,0.63,1,-3.585,1,0.298,0.0578,0.00479,0.0582,0.717,95,281600,4,"Do For Love","TRUE"
"13AzkgqOT4PHx5aXxihF0n","hip hop",0.649,0.66,11,-6.96,1,0.302,0.0268,0,0.616,0.757,105.725,240267,4,"Kon Queso","TRUE"
"3RzTfqRCJjO18SBENG58n8","hip hop",0.796,0.59,10,-10.004,0,0.108,0.238,0.897,0.354,0.824,93.002,188421,4,"Write This Down","TRUE"
"21O0XXPEWPtePt5RMY93Ob","hip hop",0.358,0.889,1,-8.045,1,0.335,0.266,1.46e-05,0.172,0.666,85.61,130480,4,"All Caps","TRUE"
"4YWXPsw94zdKDkXN9MDQAn","hip hop",0.648,0.678,2,-7.899,1,0.387,0.405,0,0.149,0.907,78.579,218719,4,"Much","TRUE"
"1kxq2ByL62HX8YQQdvK3mz","hip hop",0.549,0.804,7,-6.115,1,0.366,0.103,0,0.18,0.707,190.479,201960,4,"Behind Bars","TRUE"
"62wtttQzoIA9HnNmGVd9Yq","hip hop",0.442,0.807,6,-4.753,1,0.265,0.0158,6.43e-06,0.217,0.446,84.649,266213,4,"Two Words","TRUE"
"3nDYsXggRQxf7PCNUjR4rz","hip hop",0.758,0.912,0,-8.758,0,0.349,0.172,1.09e-06,0.149,0.573,87.335,266067,4,"Dead Presidents II","TRUE"
"5oynsOy80DnodTslgaj3cr","hip hop",0.518,0.678,10,-6.76,1,0.331,0.542,0,0.108,0.604,81.951,174427,4,"Marcy Me","TRUE"
"6EAlfcokJbvtJnErmJJFjk","hip hop",0.452,0.539,8,-8.688,1,0.259,0.0202,0.0153,0.123,0.851,165.053,476656,4,"10mins_","TRUE"
"0daFQZl40teSgAHup4fW8V","hip hop",0.543,0.476,2,-13.775,1,0.367,0.0666,0,0.235,0.627,86.03,208457,1,"Gethechange","TRUE"
"19ELgyBdMcEjGcbFHcY1ba","hip hop",0.654,0.866,7,-3.318,0,0.151,0.236,0,0.306,0.505,85.488,302360,4,"Song Cry","TRUE"
"5g1vtHqi9uV7xtYeCcFOBx","hip hop",0.637,0.834,3,-4.686,0,0.323,0.614,0,0.317,0.715,87.312,193733,4,"Jesus Walks","TRUE"
"0zLClc0emc6qUeV1p5nc99","hip hop",0.508,0.921,5,-1.644,1,0.303,0.246,0,0.221,0.681,93.058,374413,4,"No More Parties In LA","TRUE"
"53dkS3h9uTNsWYZTPacnpx","hip hop",0.839,0.583,1,-5.941,1,0.268,0.239,0,0.262,0.564,87.99,636213,4,"Oldie","TRUE"
"1UGD3lW3tDmgZfAVDh6w7r","hip hop",0.435,0.76,8,-4.935,0,0.0721,0.0175,0,0.158,0.206,80.082,351947,4,"Devil In A New Dress","TRUE"
"1VMsPh2SsgtOuNT7zjZyqA","hip hop",0.654,0.346,10,-14.917,0,0.388,0.00336,0,0.395,0.177,91.248,114834,3,"Flat","TRUE"
"7tahsBfZlvuw5T8V33uIbF","hip hop",0.694,0.518,1,-11.909,1,0.305,0.572,0.00924,0.12,0.519,89.084,130220,4,"Ben&frank","TRUE"
"5iTyKHHx9efbjrOXPP48gG","hip hop",0.783,0.891,2,-4.605,1,0.285,0.0173,0.00107,0.0434,0.864,93.116,312640,4,"Got My Mind Made Up (ft. Dat Nigga Daz, Kurupt, Method Man, Redman)","TRUE"
"39yRhjDdSTP4A7VehxBXDb","hip hop",0.434,0.764,4,-5.367,0,0.276,0.152,0,0.425,0.702,92.605,251040,4,"Wouldn't Get Far","TRUE"
"3MC4XRbQADJdW9IIIwbe2u","rock",0.287,0.721,9,-5.81,1,0.0387,0.00764,0,0.328,0.763,169.252,197973,4,"Cornerstone","TRUE"
"3geFzA6VBSNZUTmV3bCry6","rock",0.634,0.599,2,-5.447,1,0.0365,0.0288,0,0.197,0.312,112.215,175440,4,"Mardy Bum","TRUE"
"4MJZSCObbe4cmjdgYufNg1","rock",0.329,0.989,5,-2.416,1,0.0981,0.026,0.548,0.105,0.593,158.239,178584,4,"Spring Has Sprung","TRUE"
"5TTGoX70AFrTvuEtqHK37S","rock",0.505,0.698,0,-5.563,1,0.0297,0.33,0.0887,0.0966,0.599,115.013,243132,4,"No. 1 Party Anthem","TRUE"
"086myS9r57YsLbJpU0TgK9","rock",0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,161124,4,"Why'd You Only Call Me When You're High?","TRUE"
"3t78lCyQdyqpPpOOJ5UWNp","rock",0.574,0.793,11,-6.059,0,0.0321,0.00814,0.00874,0.161,0.678,119.977,176520,4,"The Bakery","TRUE"
"6vB49BJ70zBpDrrAPwdaB8","hip hop",0.593,0.593,11,-8.216,1,0.289,0.0306,9.94e-06,0.229,0.488,81.291,272227,1,"Drive Slow","TRUE"
"2dxjKgT0li4qBI3QwuN9Ih","hip hop",0.552,0.846,9,-4.912,1,0.342,0.0114,0,0.309,0.554,98.56,236600,1,"Touch The Sky","TRUE"
"3G6hD9B2ZHOsgf4WfNu7X1","other",0.69,0.578,6,-7.436,1,0.0929,0.167,0,0.305,0.416,99.961,193059,4,"Team","TRUE"
"2KBo6O5rkNdtYT3wYjkEkq","hip hop",0.796,0.543,1,-7.994,1,0.164,0.0486,0.00584,0.124,0.784,91.212,235213,4,"Fall In Love","TRUE"
"7rbECVPkY5UODxoOUVKZnA","hip hop",0.542,0.466,0,-8.665,1,0.0831,0.141,0.000445,0.125,0.124,191.385,243440,4,"I Wonder","TRUE"
"0yi7HA44Dk6MoPDI4jlTLk","rock",0.555,0.666,4,-6.133,1,0.0266,0.00218,7.12e-06,0.322,0.54,131.042,208240,4,"Not The Man","TRUE"
"3t6pUTsl3iUe3YqOZrTcyJ","rock",0.519,0.828,9,-5.777,0,0.0302,0.224,7.06e-05,0.155,0.71,114.956,207606,4,"Coinstar","TRUE"
"4ECNtOnqzxutZkXP4TE3n3","rock",0.451,0.962,0,-3.947,1,0.0734,0.0188,3.17e-06,0.277,0.377,131.435,323707,4,"Separate Ways (Worlds Apart)","TRUE"
"2wm3tJarIFNydVe0lRiBN9","rock",0.606,0.817,0,-5.666,1,0.0331,0.0171,0.258,0.137,0.369,129.999,188960,4,"GfC","TRUE"
"0ewGf37qQuShGtZqLAuDT9","rock",0.312,0.91,9,-3.477,0,0.0897,2.83e-05,0.841,0.115,0.372,128.151,211200,4,"30 Minute Boyfriend","TRUE"
"0bZdpukYLaMgtR4LCUhTDp","rock",0.382,0.882,11,-4.166,1,0.0429,0.0022,0.144,0.0776,0.57,140.034,213200,4,"Electricityscape","TRUE"
"3THFKx88trZuOFlssVLJ5G","rock",0.493,0.918,0,-4.618,1,0.034,0.00452,0.0858,0.427,0.703,158.897,197053,4,"Broken","TRUE"
"3BSPKTravgBDjmuG1rIXvw","rock",0.274,0.903,8,-3.125,1,0.064,0.0086,0,0.315,0.662,129.999,261920,4,"BLOODY STREAM","TRUE"
"6y5dlIvllOZQ53t6FrG8th","rock",0.443,0.558,9,-9.909,0,0.0293,0.00182,0.772,0.112,0.107,144.012,280000,4,"Bardock Falls","TRUE"
"6Fjg9svm5Wob5lbsygSnq4","rock",0.445,0.615,0,-3.009,1,0.053,0.148,0.00196,0.106,0.259,143.768,257125,4,"Midnight Train 심야행","TRUE"
"197OXtsiu7HujhhXYvJjEt","rock",0.575,0.819,1,-3.451,1,0.0502,0.0429,0.00218,0.346,0.642,80.958,227500,4,"Go Back 집에","TRUE"
"4YVA21Db1AbASkjpXRhykz","rock",0.472,0.488,6,-5.174,0,0.0287,0.644,0.0556,0.335,0.272,146.752,232000,3,"Winter 눈","TRUE"
"6veVhn7H8MS7jfgmtw959y","rock",0.58,0.552,7,-4.955,1,0.0347,0.401,4.05e-05,0.165,0.765,157.331,182250,3,"Ung 엉","TRUE"
"6mae0IijCFyOnkuGyjrd5G","rock",0.183,0.822,4,-3.905,0,0.0537,9.75e-05,0.319,0.0766,0.293,93.953,178500,4,"E 이","TRUE"
"3lIxtCaROdRDuTnNBDm3n2","rock",0.726,0.815,11,-5.886,1,0.0313,0.00799,0.081,0.112,0.462,140.158,209560,4,"She's My Collar (feat. Kali Uchis)","TRUE"
"2oJInAFXiQYLgz0jh9MrXf","rock",0.383,0.621,6,-5.878,0,0.113,0.0272,0,0.427,0.213,80.051,181907,4,"Saturnz Barz (feat. Popcaan)","TRUE"
"2sZuYdRbQe5zm1pcxweNC8","rock",0.346,0.511,4,-10.022,0,0.044,0.278,0.0456,0.122,0.212,134.927,233373,3,"Fire Flies","TRUE"
"4nXbMeiYZCMxl2B7NvxLdR","rock",0.644,0.609,9,-4.498,1,0.0379,0.191,4.32e-05,0.0714,0.65,128.01,258421,4,"A Long Dream","TRUE"
"0ZlIv0GSqYEKQK5Zf5cZTM","rock",0.605,0.803,9,-3.825,0,0.168,0.0261,0.291,0.0632,0.539,90.148,284250,4,"The Wave","TRUE"
"5vlUplZyrXnN0bbejrKfqu","rock",0.438,0.404,5,-7.199,0,0.0259,0.097,1.82e-05,0.15,0.314,77.934,235500,4,"Jayu 자유","TRUE"
"0mBAdbKjyG1uANV6jD5trK","hip hop",0.579,0.685,11,-5.738,0,0.236,0.000336,0.000241,0.0633,0.942,93.401,235760,4,"Boom - Street Version","TRUE"
"7sZCAHP2duHwr5M5K7lHsb","hip hop",0.71,0.597,7,-6.468,1,0.239,0.221,0,0.432,0.49,95.769,225400,4,"Selfish","TRUE"
"10rOqbOBlAJybglgmqaMZL","rock",0.534,0.778,1,-5.252,1,0.0453,0.00153,0.025,0.176,0.758,137.68,222080,4,"Two Kinds of Happiness","TRUE"
"2EC9IJj7g0mN1Q5VrZkiYY","rock",0.635,0.686,9,-15.648,1,0.053,0.209,0.0176,0.282,0.464,125.988,274747,4,"Rebel Rebel - 2016 Remaster","TRUE"
"5RBOcBpJXaNnHCGViJmYhh","rock",0.485,0.89,8,-5.992,0,0.0911,0.000872,0.818,0.102,0.258,128.881,194423,4,"The Perfect Girl","TRUE"
"7KA4W4McWYRpgf0fWsJZWB","hip hop",0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,180387,4,"See You Again (feat. Kali Uchis)","TRUE"
"1ZB2zIoc8AjSuyqKRcJgbO","hip hop",0.828,0.81,8,-2.151,1,0.101,0.121,3.02e-06,0.0495,0.838,92.46,287760,4,"How Do U Want It","TRUE"
"1xE7osYAtzz1PvLoVdOp5E","hip hop",0.895,0.628,10,-3.79,1,0.0473,0.0412,0,0.059,0.34,104.009,258427,4,"Change Clothes","TRUE"
"5ghIJDpPoe3CfHMGu71E6T","rock",0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920,4,"Smells Like Teen Spirit","TRUE"
"4UPyqSVCf0ukiBbi0MvLDW","hip hop",0.658,0.809,6,-5.462,0,0.302,0.236,1.17e-06,0.389,0.648,84.525,288227,4,"This Can't Be Life","TRUE"
"5DBmXF7QO43Cuy9yqva116","hip hop",0.744,0.524,1,-7.452,1,0.21,0.139,0,0.392,0.606,93.691,278893,4,"Family Business","TRUE"
"7rWgGyRK7RAqAAXy4bLft9","rock",0.719,0.922,11,-6.091,1,0.0338,0.523,0.000163,0.0867,0.964,133.113,260893,4,"Angeleyes","TRUE"
"2tLH5EsewbZNvmWidJqzDF","hip hop",0.39,0.675,4,-7.77,0,0.483,0.214,0,0.673,0.191,122.968,351856,4,"Father Stretch","TRUE"
"1Pd1h30mgU05QkWYhgFzwt","rock",0.548,0.72,1,-9.777,0,0.0409,0.0686,0.000232,0.107,0.458,140.966,229093,4,"Turn to Stone","TRUE"
"7GUdZH0lYiOlfBsWrhMwHp","other",0.247,0.15,3,-20.711,1,0.0326,0.986,0.915,0.099,0.201,84.696,138000,3,"Conquest (Fire Emblem: Awakening)","TRUE"
"4e3YHZboBSTGdjbl9cacU2","other",0.453,0.0674,3,-23.611,0,0.0442,0.966,0.908,0.0964,0.502,62.513,114581,3,"The Edge of Dawn (Seasons of Warfare) [From ""Fire Emblem: Three Houses""] [For Piano Solo]","TRUE"
"5CM4UuQ9Gnd6K2YyKGPMoK","rock",0.686,0.507,1,-7.097,1,0.0357,0.626,7.51e-05,0.383,0.69,168.955,232115,4,"Bad Habit","TRUE"
"34ceTg8ChN5HjrqiIYCn9Q","other",0.673,0.683,1,-5.693,1,0.115,0.522,0,0.235,0.713,171.86,232000,4,"Miss Independent","TRUE"
"4G3dZN9o3o2X4VKwt4CLts","hip hop",0.759,0.756,4,-8.145,0,0.266,0.0903,2.36e-06,0.265,0.613,87.059,303493,4,"Passin' Me By","TRUE"
"5wcY4XgawQ2se8VjDLhedQ","hip hop",0.854,0.489,6,-11.455,1,0.415,0.428,3.1e-06,0.284,0.624,92.11,366307,4,"Wu-Tang: 7th Chamber","TRUE"
"4sMH75ctV0RVSOHZqXJpHD","hip hop",0.745,0.547,11,-7.409,0,0.295,0.00958,2.91e-05,0.0844,0.858,177.398,237667,4,"It's Been A Long Time","TRUE"
"5mqPg2dyqb1gBNyg9ycGcT","hip hop",0.672,0.704,1,-10.066,0,0.312,0.173,0,0.139,0.811,99.232,219707,4,"Party And Bullshit","TRUE"
"6DPrhGVJ1WTZvM9fKptnGe","hip hop",0.708,0.832,1,-4.964,1,0.318,0.02,2.8e-06,0.189,0.618,92.428,252600,4,"Represent","TRUE"
"6oOr5im8qahxu4GR7MkCG2","hip hop",0.735,0.165,1,-10.131,1,0.253,0.447,0.74,0.0914,0.929,184.804,108180,4,"Dillatronic 35","TRUE"
"4xOTVtbCPcfxMs2hSt9D6i","hip hop",0.925,0.388,2,-10.508,1,0.419,0.336,0,0.332,0.359,105.055,287840,4,"Da Mystery of Chessboxin' (feat. Method Man, U-God, Inspectah Deck, Raekwon, Ol' Dirty Bastard, Ghostface Killah & Masta Killa)","TRUE"
"6OCYTygzbVwil2UFkREQiD","hip hop",0.838,0.41,9,-11.361,0,0.238,0.746,0.000388,0.196,0.383,91.537,251227,4,"Can It Be All so Simple","TRUE"
"2mYnMZOESVQeUcbvxR1lYi","hip hop",0.846,0.791,10,-12.727,0,0.198,0.016,0,0.327,0.713,107.788,248160,4,"AmeriKKKa's Most Wanted","TRUE"
"7y5zXpTN4J7K0PngQYa655","hip hop",0.914,0.394,8,-10.239,0,0.361,0.189,0.000178,0.0982,0.426,91.504,257747,4,"Tearz (feat. RZA, Ghostface Killah, Raekwon & Inspectah Deck)","TRUE"
"72nLaDnt2dfxCA3ZAiEC2c","hip hop",0.547,0.825,7,-8.499,1,0.212,0.105,0.000248,0.14,0.589,119.743,217827,5,"Still Dreaming","TRUE"
"0FFbJzXvag9ZRel7oNa1wU","rock",0.686,0.42,7,-12.75,1,0.0528,0.0242,0.00172,0.135,0.457,112.634,205893,4,"The Mexican","TRUE"
"42qNWdLKCI41S4uzfamhFM","rock",0.583,0.888,11,-9.414,0,0.0349,0.191,4.58e-05,0.0936,0.706,93.206,203600,4,"Duvet","TRUE"
"0ofHAoxe9vBkTCp2UQIavz","rock",0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,4,"Dreams - 2004 Remaster","TRUE"
"3YbYasXmwVmUUoX6Abo6oO","rock",0.42,0.844,0,-5.129,1,0.0679,0.00029,0.000103,0.109,0.531,194.822,210720,4,"Kirby","TRUE"
"2P4FWhDB0wxPyULFAAmx15","rock",0.431,0.649,9,-6.483,1,0.0436,0.00533,0.738,0.092,0.665,115.965,357464,4,"Flexorcist","TRUE"
"7yzM0pEseQUpb6BMViOPEA","hip hop",0.522,0.379,4,-14.096,0,0.0286,0.635,0.925,0.114,0.454,133.698,251600,3,"Love Theme From Spartacus - Rudy Van Gelder Remaster / 2006","TRUE"
"3T2LUDcZRrOnYzV1FprZTy","hip hop",0.428,0.525,9,-8.035,0,0.205,0.14,7.34e-05,0.602,0.578,171.797,146853,4,"Crosshairs","TRUE"
"7Ks4VCY1wFebnOdJrM13t6","hip hop",0.509,0.787,7,-6.754,1,0.265,0.359,2.76e-05,0.26,0.507,114.449,287360,4,"Wesley's Theory","TRUE"
"6RiiSy9GzSwiyDEJDiMuKe","rock",0.648,0.781,9,-8.736,0,0.0271,0.0332,0.013,0.305,0.822,133.417,153313,4,"Something About You","TRUE"
"4pNT8XTKWb2vhcsqwzdXCT","hip hop",0.53,0.843,1,-2.271,1,0.39,0.428,0,0.164,0.919,199.946,202785,4,"Survival Tactics","TRUE"
"1p80AptLonBW0VilSi6xFj","hip hop",0.787,0.623,10,-18.273,0,0.178,0.19,4.55e-06,0.107,0.818,109.906,336867,4,"Follow The Leader","TRUE"
"7FUXU3d1lOpbikVA8ewNOS","rock",0.301,0.564,2,-6.386,1,0.0705,0.00462,0.0313,0.0616,0.517,66.731,42624,3,"Orange Shirt","TRUE"
"1KQymTxNJfWk6vCD5ywKW2","hip hop",0.749,0.856,2,-5.833,1,0.235,0.107,0,0.745,0.402,103.773,222653,4,"Da Art of Storytellin' (Pt. 1)","TRUE"
"2r9AR0xWWiARmVkwRWZq35","rock",0.455,0.898,0,-3.707,1,0.0345,7.21e-05,0,0.0738,0.823,191.986,166597,4,"Everything Everything","TRUE"
"7v0EsDFDBpCgmIruSQTUNZ","rock",0.576,0.919,11,-3.186,1,0.0279,0.000149,2.24e-06,0.102,0.876,96.076,197691,4,"Tell Me You Know","TRUE"
"0rh55ZP9egA7YoAgzDEF5K","rock",0.469,0.915,2,-3.15,1,0.155,0.0599,0,0.107,0.784,182.105,154613,4,"Witches","TRUE"
"1J8nHv7sGNcCBjzZIYLBcP","hip hop",0.408,0.692,3,-4.051,1,0.214,0.0542,0,0.151,0.696,132.271,201560,3,"Angels","TRUE"
"0kd0cGkhCD144Qdqm8iIF3","hip hop",0.716,0.547,11,-8.921,1,0.188,0.57,0,0.0967,0.642,99.404,77563,4,"// fuckitdoeweout","TRUE"
"1XX0ha24SsK7E3habDzWU3","rock",0.472,0.689,4,-10.967,1,0.0372,0.113,0.826,0.218,0.747,169.243,134000,4,"intro to a movie about a f*cking loser","TRUE"
"1xaTREM89RbIxkcjlpf4Uw","rock",0.609,0.759,6,-4.862,1,0.0276,0.028,0,0.183,0.774,114.045,215760,4,"Heaven Knows I'm Miserable Now - 2011 Remaster","TRUE"
"5GO4rpfnM2lghVqEulTJUf","hip hop",0.654,0.702,4,-7.419,0,0.222,0.185,8.72e-06,0.0705,0.812,94.838,237040,4,"They Say","TRUE"
